	author	title	pages	letter	text
1690	Rétif	Découverte	04		Sujet de l'Estampe du FrontispiceVictorin prenant son vol de la pointe d'un rocher du Mont-inaccessible, pour aller à la Découverte australe : ses ailes sont déployées, son parasol pointu ouvert &amp; ramenant le vent, afin de faire avancer l'Homme-volant. (Il repousse le parasol fermé dans l'Estampe suivante) : on voit vers la tête la baleine de soutien, &amp; les deux cordons-de-ressort ; ceux de retenue tiennent aux dents du parasol : la tête de l'Homme est couverte d'un bonnet-de-poil solidement attaché : Victorin est vétu d'un habit juste, dans la forme de ceux de Matelot, qu'on fait aujourd'hui porter aux Enfans : les cordons-de-retenue des aîles tiennent aux bras : ces aîles garnissent les deux côtés du corps, depuis le haut des épaules, jusqu'au bas des jambes : elles sont de fort tafetas, soutenu par des baleines, &amp; mises en jeu par un ressort placé sous la poitrine, qui est mu par une sangle-de-soie, laquelle tient à un cordon qui passe sous la plante des piéds, &amp; qui est contenu le long des jambes &amp; des cuisses par de petits anneaux-de-buis : la sangle fait mouvoir le ressort, qui communique à de petites dents latérales, destinées à mettre les aîles en action. Victorin est dans l'attitude de donner le mouvement à sa machine, en alongeant une jambe, &amp; pliant l'autre. Son panier de provision pend à sa ceinture ;&amp; on voit floter la sangle qui doit lui servir à porter ce qu'il enlève, &amp;c.
1691	Rétif	Découverte	1103-04		société en voyage Au mois de novembre 1776, je pris la diligence de Lyon, pour revenir à Paris. Nous étions huit dans la voiture, un Bénedictin, un Comédien, deux Actrices, un Avocat, un Négociant, un Je-ne-sais-quoi, et Moi ; sans compter un Singe, six Chiens, trois Perroquets, deux Perruches, un Angola, et les Individus humains qui garnissaient l'impériale. Le Bénédictin était le plus grand consommateur de tabac d'Espagne qu'il y ait en Europe, le meilleur gourmet, et le plus fin connaisseur en bons morceaux. Celle des deux actrices qui faisait les Reines, était aussi libertine que la-R**, à qui elle ressemblait pour la figure, au point que je l'avais d'abord prise pour elle, et aussi méchante que la-S**. La Soubrette était sérieuse, mélancolique, réglée dans ses discours, et presqu'aussi aimable que la délicate Fannier. L'Acteur était un tragédien aussi bel-homme que P--il, et jouant aussi mal, d'une fatuité, d'une insolence qui pourrait, mais que ne doit pas se comparer à celle de... L'Avocat, que je reconnus, malgré son travestissement, était un Homme célèbre, que je n'estime guère, et que j'aime encore moins, hai:, persécuté, persécuteur, calomniateur même. Le Négociant était un bon homme, fort riche, très simple, buvant bien, mageant bien, dormant encore mieux, ronflant comme quatre, et prenant presqu'autant de tabac que le Bénédictin, avec lequel il s'entretenait des choses d'ici-bas. Le Je-ne-sais-quoi était un homme ni vieux ni jeune, ni beau ni laid, ni gras ni maigre, ni grand ni petit, qui ne paraissait ni riche ni pauvre, ni spirituel ni sot, qui ne parlait ni trop, ni trop peu, qui mangeait de tout, était de tout d'accord, et dont toutes les actions annonçaient qu'il n'aimait ni hai:ssait rien au monde. Reste Moi. Ce Moi est un Original trop singulier pour n'en pas dire un mot. Qu'on se représente un petit Homme, qui se tient si gauchement qu'il paraît contrefait ; dont l'air triste et rêveur, la tête enfoncée entre deux hautes épaules, la démarche vague et indéterminée représentent assez au naturel un Acéphale de la Guyane [note]; | qui seul, comme en société, s'entretient avec ses pensées, au point d'éclater de rire, de crier, de pleurer, sans que la Compagnie puisse se douter du sujet ; timide et brutal à l'excès ; aimant le plaisir, et dédaignant par orgueil les Objets qui peuvent le procurer ; prêchant la tolérance, et ne pouvant souffrir la plus légère contradiction, etc. Voilà mon portrait non flatté, au bas duquel quelqu'un pourrait mettre L-g-t, mais je déclare que ce n'est pas moi... ##Je fus bientôt rassasié du Moine, du Comédien, et même du Négociant ; les deux Actrices furent bientôt rassasiées de moi ; de sorte qu'au bout de deux jours, il n'y avait que le Je-ne-sais-quoi avec qui je trouvasse à m'entretenir. ##[...]##-- Je me nomme le Compère Nicolas. J'ai été berger, vigneron, jardinier, laboureur, écolier, apprenti-moine, artisan dans une Ville, marié, cocu, libertin, sage, sot, spirituel, ignorant, et philosophe ; enfin je suis auteur. ##
1692	Rétif	Découverte	1107		portrait initial de Victorin Victorin (c'est le nom de ce Dauphinois), fils d'un simple Procureur-fiscal, était devenu éperdument amoureux de la belle Christine, fille de son Seigneur. Christine était la beauté même, ou du moins ce que Victorin avait encore vu de plus beau.
1695	Rétif	Découverte	1119		Victorin était beau garçon ; de vives couleurs animaient ses joues, un air mâle et robuste, sans dureté, se joignait à sa beauté naturelle. Son but principal étant de se former aux belles-manières, pour se rendre agréable à Christine lorsqu'il aurait été enlevée, il en fit sa première étude. En voulant plaire, on plaît. 
1696	Rétif	Découverte	1119-20		En voulant plaire, on plaît. Mme Troismotparligne était une Femme bien faite, d'environ vingt-cinq ans, quoique son Mari en eût cinquante bien sonnées. De vingt ou même de dix pas, elle pouvait passer pour une jolie Femme ; la forme de son visage était agréable, et ses couleurs égalaient presque celles de Victorin ; mais vue de près, on trouvait qu'elle était fort marquée de petite vérole. Sa démarche était voluptueuse, et même lascive ; sa taille admirable ; elle avat une jolie jambe, et le pied charmant : aussi en soignait-elle extraordinairement la parure. Ce fut cette Femme qui fit les premières agaceries à Victorin ;  à Victorin, dont les sens neufs et vigoureux, n'avaient besoin que d'une étincelle pour s'embraser. Mais que ne peut le véritable amour ! Victorin résista aux attraits, aux avances, aux charmes, aux appas de la Procureuse ; ou s'il y répondit avec quelque politesse, ce ne fut que pour se former aux belles-manières ; car il savait | qu'il n'est rien de tel que les leçons d'une Femme pour former un Jeune-homme... 
1698	Rétif	Découverte	1129		Le Jeune-homme sentit sa victoire ; mais il voila sa joie sous les témoignages flatteurs d'un entier dévouement. Il ne laissa entrevoir aucune prétention, et ses lèvres brûlantes exprimèrent seules son amour sur les mains blanches de Christine. Enfin elle songea à les retirer, mais ce fut sans colère ; et le reste de la journée, elle parut fort tranquille. 
1701	Rétif	Découverte	1138		Cependant les Enfants des Souverains du Mont-inaccessible grandissaient. Ils avaient deux ans de moins que la Jeunesse qu'on venait de marier ; c'est-à-dire, treize à quinze ans. L'Aîné était un beau Jeune-homme, le portrait vivant de son Grand-père, dont sa Mère l'avait souvent entretenu. Le Cadet ressemblait à Victorin, et un peu à sa Mère, ce qui ne le rendait que plus aimable. Cet Enfant annonçait des dispositions brillantes pour les arts d'invention. Quant à la Fille, c'était Christine même, telle qu'elle était lorsque son Mari l'avait enlevée. Ces trois aimables Créatures étaient douées de mille perfections, qui faisaient le bonheur de leurs Parents. 
1704	Rétif	Découverte	1150		Victorin et son Fils parvinrent la douzième nuit vers l'aurore au tropique-du-Capricorne, ayant cette constellation à leur zénith. Ils parcoururent les jours suivants environ vingt à vingt-cinq degrés, cherchant sous le même parallèle que la France un pays qui leur convînt. Ils aperçurent d'abord une Ile si considérable qu'ils la prirent, à ce premier voyage, pour un Continent. Mais comme elle était habitée, ils la laissèrent ; et à vingt lieues de là, par les 00 degrés de latitude-sud et les 00 de longitude, ils en virent une autre, grande comme l'Angleterre, l'Écosse et l'Irlande réunies, situées sous le même méridien que la France ; de sorte que les heures du jour y sont les mêmes, et qu'il n'y a que les saisons qui y soient diamétralement opposées.##Victorin et son fils volèrent sur cette belle Ile durant plusieurs jours. Elle était couverte de bois, cependant il y avait comme des prairies, et une infinité d'Animaux paisibles ; tels que les Bisons, des Buffles, des Boeufs, des espèces de Cerfs et de Daims, des Chèvres-sauvages ; un Animal qui ressemblait au Zèvre ou à l'Ane ; un autre qui approchait du Cheval et pour toute espèce carnassière, un Tigre ou Jagal, de la plus petite espèce, mais fort multipliée, et qui n'attaquait les gros Animaux que lorsque'ils étaient languissants de vieillesse. Ils ne virent point d'Hommes. Ce ne fut que le troisième jour, vers le crépuscule du soir, que le jeune Alexandre découvrit dans l'Ile une Créature presqu'humaine. C'était une sorte d'Homme nu, qui les examinait de l'entrée d'une caverne. Il le montra à son Père qui, ayant pris sa lunette-de-nuit et ayant mis en usage le ressort de soutien fixe, aperçut couchés sur le ventre plusieurs autres Hommes et Femmes tout nus.##[...]##Ils se mirent à visiter les hauteurs de l'Ile, en volant fort bas avec leurs ailes légères, mais non sans précaution ; ils trouvèrent une montagne, qui leur parut absolument déserte, au-dessus de laquelle étaient une plaine et un lac. Ils s'y abattirent et mirent leurs paniers en sûreté dans une grotte inaccessible, qu'ils néttoyèrent de quelques petits Jagals, et où ils passèrent la nuit.
1707	Rétif	Découverte	1152		Dès qu'ils furent arrivés sur le rocher, ils examinèrent le Sauvage : c'était un Jeune-homme d'environ vingt ans, d'un roux-blanc, ayant les cils des yeux très longs. Il vit un peu, lorsqu'il fut dans la grotte du rocher, et il marqua beaucoup de frayeur. Victorin et son Fils tachèrent de le rassurer, en lui faisant des gestes d'amitié, et en lui offrant de leur déjeuner ; mais il parut insensible à tout, et cherchait à s'endormir. On le mit sur un lit de mousse, où il ne tarda pas à s'assoupir, et où il demeura sans mouvement jusqu'au crépuscule du soir, temps auquel il s'éveilla fort leste. 
1711	Rétif	Découverte	1156		Les Peuples de la-Victorique (c'est le nom qu'ils donnèrent à la grande Ile, qui sera désormais le chef-lieu de la Cinquième Parrie-du-monde) sont tous des espèces de Patagons d'environs douze à quinze pieds de haut. Ils sont si doux qu'on ne voit pas entre eux la moindre querelle. 
1712	Laclos	Liaisons	52	XXIII	Enfin le Père et le Fils s'étant abattus sur une éminence, ils s'y arrangèrent pour de là pouvoir faire quelques excursions dans le pays. ##Tandis qu'ils admiraient ce nouveau climat et ses Habitants, ils aperçurent une Jeune-fille, d'environ dix pieds, (elle avait douze ans) qui détournait deux arbres et avançait une main pour les saisir. Ils s'éloignèrent un peu [...]. 
